Column1,asin,ISBN10,title,author,genre,subgenre,currency,final_price,initial_price,domain,format_1_type,format_1_price,format_2_type,format_2_price,format_3_type,format_3_price,rating,reviews_count,overall_best_seller_rank,seller_id,seller_name,timestamp
579,0307352145,0307352145,Quiet,Susan Cain,Self-Help,Relationships,USD,15.47,28,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,7.73,4.6,16113,9896,ATVPDKIKX0DER,KJS Direct,12/21/2021
580,198213173X,198213173X,Rage,Bob Woodward,Biographies & Memoirs,Leaders & Notable People,USD,10.38,30,www.amazon.com,Kindle ,13.99,Audiobook ,0,Paperback ,14.56,4.6,32791,7993,ATVPDKIKX0DER,Amazon Warehouse,12/21/2021
581,1558585362,1558585362,Rainbow Fish Board Book The,Marcus Pfister,Children's Books,Growing Up & Facts of Life,USD,5.94,9.95,www.amazon.com,Hardcover ,13.99,Paperback ,NA,,NA,4.8,12685,2039,ATVPDKIKX0DER,Amazon,12/21/2021
582,052802244X,052802244X,Rand Mcnally 2021 Large Scale Road Atlas,by Rand McNally (Author),Reference,Atlases & Maps,USD,26.49,NA,www.amazon.com,,NA,,NA,,NA,4.8,18332,25211,ADAJ0SKYQCMZN,WIDE WORLD MAPS and MORE!WIDE WORLD MAPS and MORE!,12/21/2021
583,030788743X,030788743X,Ready Player One,Ernest Cline,Humor & Entertainment,Humor,USD,18.99,28.99,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,11,4.7,40904,6731,ATVPDKIKX0DER,Red Pool,12/21/2021
584,1524761338,1524761338,Ready Player Two,Ernest Cline,Literature & Fiction,Action & Adventure,USD,13.18,28.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,13.08,4.2,32572,2190,ATVPDKIKX0DER,Momma's Media,12/21/2021
585,0380730405,0380730405,Rebecca,Daphne Du Maurier,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,10.19,16.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Hardcover ,14.89,4.5,10678,6871,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
586,0345539788,0553390791,Red Rising,Pierce Brown,Literature & Fiction,Action & Adventure,USD,15.99,28,www.amazon.com,Kindle ,5.99,Audiobook ,0,Paperback ,10.39,4.6,11776,11526,ATVPDKIKX0DER,Amazon,12/21/2021
587,1250316774,1250316774,Red White Royal Blue,Casey McQuiston,Literature & Fiction,United States,USD,9.97,16.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Library Binding ,29.4,4.6,16738,1048,ATVPDKIKX0DER,LOT 27,12/21/2021
588,1590525132,9781590525135,Redeeming Love,Francine Rivers,Christian Books & Bibles,Fiction,USD,12.78,16,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,30.93,4.8,13610,292,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
589,B07MTRH7HB,,Redemption,"David Baldacci (Author), Kyf Brewer (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",Literature & Fiction,Action & Adventure,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Hardcover ,13.69,Paperback ,15.12,4.6,10413,3365,,Amazon,12/21/2021
590,B009NJILSM,,Reflected In You,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",Literature & Fiction,Women's Fiction,USD,9.99,NA,www.amazon.com,Kindle ,5.99,Hardcover ,39.99,Paperback ,14.95,4.6,11144,4406,,Amazon,12/21/2021
591,1542016428,1542016428,Regretting You,Colleen Hoover,Literature & Fiction,Fiction,USD,10.99,14.95,www.amazon.com,Kindle ,0,Audiobook ,0,Audio CD ,14.99,4.6,12701,741,ATVPDKIKX0DER,Goodwill of Orange County,12/21/2021
592,0593192575,0593192575,Relationship Goals,Michael Todd,Self-Help,Relationships,USD,11.16,23,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,36.46,4.8,19696,1753,ATVPDKIKX0DER,Amazon,12/21/2021
593,0765326388,0765326388,Rhythm Of War,Brandon Sanderson,Literature & Fiction,Action & Adventure,USD,20.99,34.99,www.amazon.com,Kindle ,15.99,Audiobook ,0,Paperback ,20.99,4.8,27982,3762,ATVPDKIKX0DER,worldofbooksinc,12/21/2021
594,1612680178,1612680178,Rich Dad Poor Dad,Robert T. Kiyosaki,Business & Money,Personal Finance,USD,14.64,17.95,www.amazon.com,Kindle ,0,Audiobook ,0,Mass Market Paperback ,7.18,4.7,63996,1578,ATVPDKIKX0DER,Amazon,12/21/2021
595,1939438551,1939438551,Richest Man In Babylon Original Edition,George S. Clason,Business & Money,Business Culture,USD,12.95,NA,www.amazon.com,Kindle ,1.99,Audiobook ,0,Paperback ,6.99,4.7,21870,13439,ATVPDKIKX0DER,Academic Book Solutions,12/21/2021
596,1250123046,1250123046,Rise Of Magicks,Nora Roberts,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,12.22,17.99,www.amazon.com,Kindle ,8.99,Audiobook ,0,Hardcover ,14.84,4.7,10814,18371,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
597,B00UEKRTW8,,Rogue Lawyer,John Grisham,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,13.82,Paperback ,14.99,4.2,15002,9400,,Amazon,12/21/2021
598,0063141248,0063141248,Romancing Mister Bridgerton,Julia Quinn,Literature & Fiction,Women's Fiction,USD,8.99,16.99,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,12.89,4.6,21038,6500,ATVPDKIKX0DER,Seattlegoodwill,12/21/2021
599,1505259568,1505259568,Romeo And Juliet,by William Shakespeare (Author),Literature & Fiction,Dramas & Plays,USD,6.29,NA,www.amazon.com,,NA,,NA,,NA,4.6,10253,122848,ATVPDKIKX0DER,Valleys Books & More,12/21/2021
600,0803726570,0803726570,Room On The Broom,Julia Donaldson,Children's Books,Science Fiction & Fantasy,USD,16.99,18.99,www.amazon.com,Audiobook Audiobook ,0,Paperback ,12.97,Audio CD ,8.66,4.9,29363,37651,ATVPDKIKX0DER,2nd Life Aloha,12/21/2021
601,B087X9RV3F,,Roommaid,"Sariah Wilson (Author), Lauren Ezzo (Narrator), Brilliance Audio (Publisher) & 0 more",Romance,New Adult & College,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,6.49,Audio CD ,9.99,4.2,16297,22985,,Amazon,12/21/2021
602,080509461X,080509461X,Ruin And Rising,Leigh Bardugo,Teen & Young Adult,Science Fiction & Fantasy,USD,16.17,19.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,7.77,4.6,14762,26373,ATVPDKIKX0DER,ThriftBooks-Phoenix,12/21/2021
603,B009YQ736U,,Running Blind,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more","Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Kindle ,9.99,Hardcover ,31.99,Paperback ,11.49,4.5,12055,1563,,Amazon,12/21/2021
604,0345434862,0345434862,Sacred Woman,Queen Afua,"Health, Fitness & Dieting",Women's Health,USD,15.46,20,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,NA,4.7,19431,1044,ATVPDKIKX0DER,worldofbooksinc,12/21/2021
605,1476753830,1476753830,Salt Fat Acid Heat,Samin NosratWendy MacNaughton,"Cookbooks, Food & Wine",Cooking Education & Reference,USD,16.65,37.5,www.amazon.com,Kindle ,19.99,Audiobook ,0,Audio CD ,14.99,4.8,17653,73,ATVPDKIKX0DER,the_nps_store,12/21/2021
606,0062316095,9780062316097,Sapiens,Yuval Noah Harari,History,World,USD,28.99,37.5,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,11.2,4.6,50059,3905,ATVPDKIKX0DER,EZSHOP7,12/21/2021
607,B01M7XPGYE,,Say You Re Sorry,Melinda Leigh,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Library Binding ,38.95,Paperback ,6.99,4.5,11149,1898,,Amazon,12/21/2021
608,158947323X,158947323X,School Zone Addition Subtraction Workbook 64 Pages Ages 6 To 8 1st 2nd Grade Math Place Value Regrouping Fact Tables And More,School Zone,Children's Books,Education & Reference,USD,3.57,NA,www.amazon.com,,NA,,NA,,NA,4.7,12014,756,ATVPDKIKX0DER,Amazon,12/21/2021
609,0938256866,0938256866,School Zone Alphabet Flash Cards Ages 3 And Up Preschool Letter Picture Recognition Word Picture Recognition Alphabet And More,School Zone,Children's Books,Early Learning,USD,2.99,NA,www.amazon.com,,NA,,NA,,NA,4.8,16791,2168,ATVPDKIKX0DER,Amazon,12/21/2021
610,088743147X,088743147X,School Zone Big First Grade Workbook 320 Pages Ages 6 To 7 1st Grade Beginning Reading Phonics Spelling Basic Math Word Problems Time Money And More,School Zone,Children's Books,Growing Up & Facts of Life,USD,5.53,17.59,www.amazon.com,Spiral-bound ,17.99,,NA,,NA,4.8,13402,4374,ATVPDKIKX0DER,goodwill_ind_of_mid_tn,12/21/2021
611,0887431461,0887431461,School Zone Big Kindergarten Workbook 320 Pages Ages 5 To 6 Early Reading And Writing Numbers 0 20 Basic Math Matching Story Order And More,School Zone,Children's Books,Growing Up & Facts of Life,USD,9.99,NA,www.amazon.com,Spiral-bound ,17.99,,NA,,NA,4.8,12554,16423,,Amazon,12/21/2021
612,0887431453,0887431453,School Zone Big Preschool Workbook 320 Pages Ages 3 To 5 Colors Shapes Numbers Early Math Alphabet Pre Writing Phonics Following Directions And More,School Zone,Children's Books,Growing Up & Facts of Life,USD,5.99,12.99,www.amazon.com,,NA,,NA,,NA,4.8,56687,82,ATVPDKIKX0DER,Amazon Warehouse,12/21/2021
613,0887432719,0887432719,School Zone Go Fish Alphabet Game Cards Ages 4 And Up Preschool To First Grade Uppercase And Lowercase Letters Abcs Word Picture Recognition Animals Card Game Matching And More,School Zone,Children's Books,Animals,USD,2.67,4.59,www.amazon.com,,NA,,NA,,NA,4.7,10216,146,ATVPDKIKX0DER,Amazon,12/21/2021
614,0938256939,0938256939,School Zone Multiplication 0 12 Flash Cards Ages 8 3rd Grade 4th Grade Elementary Math Multiplication Facts Common Core And More,School Zone,Children's Books,Education & Reference,USD,2.67,NA,www.amazon.com,,NA,,NA,,NA,4.7,22915,1176,ATVPDKIKX0DER,Amazon,12/21/2021
615,1589474783,1589474783,School Zone Numbers 0 25 Flash Cards Ages 4 To 6 Preschool Kindergarten Math Addition Subtraction Numerical Order Counting And More,"by School Zone (Author), Joan Hoffman (Author)",Children's Books,"Activities, Crafts & Games",USD,2.67,NA,www.amazon.com,,NA,,NA,,NA,4.8,13106,2178,ATVPDKIKX0DER,Amazon,12/21/2021
616,0938256874,0938256874,School Zone Sight Words Flash Cards Ages 5 And Up Kindergarten To 1st Grade Phonics Beginning Reading Sight Reading Early Reading Words And More,School Zone,Education & Teaching,Schools & Teaching,USD,2.67,NA,www.amazon.com,,NA,,NA,,NA,4.8,14501,3844,ATVPDKIKX0DER,Amazon,12/21/2021
617,1948209608,1948209608,Scissor Skills Preschool Workbook For Kids,Modern Kid Press,Children's Books,"Activities, Crafts & Games",USD,5.99,NA,www.amazon.com,,NA,,NA,,NA,4.7,10285,1433,ATVPDKIKX0DER,Amazon,12/21/2021
618,B07RNMM7BG,,Sea Of Memories,"Fiona Valpy (Author), Heather Wilds (Narrator), Brilliance Audio (Publisher) & 0 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,NA,MP3 CD ,10.58,4.7,11365,39132,,Amazon,12/21/2021
619,1780671067,9781780671062,Secret Garden,Johanna Basford,Arts & Photography,Graphic Design,USD,9.99,15.95,www.amazon.com,,NA,,NA,,NA,4.7,13897,6611,ATVPDKIKX0DER,The Red Owl INC,12/21/2021
620,B07XTD29GV,,See Her Die,Melinda Leigh,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,9.99,NA,www.amazon.com,Audiobook Audiobook ,0,Hardcover ,17.99,Paperback ,12.95,4.6,12254,678,,Amazon,12/21/2021
621,B014JXS0OG,,See Me,"Nicholas Sparks (Author), Christopher Ryan Grant (Narrator), Hachette Audio (Publisher) & 0 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,8.99,Hardcover ,14.62,Paperback ,9.54,4.6,10934,1770,,Amazon,12/21/2021
622,0762460865,0762460865,Sesame Street,Jon Stone,"Crafts, Hobbies & Home",Antiques & Collectibles,USD,9.95,NA,www.amazon.com,Kindle ,2.83,Hardcover ,2.98,Board book ,4.74,4.9,23181,128696,ATVPDKIKX0DER,Amazon,12/21/2021
623,1542021545,1542021545,Seven Perfect Things,Catherine Ryan Hyde,Literature & Fiction,Fiction,USD,10.95,14.95,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,14.99,4.5,21626,9788,ATVPDKIKX0DER,Amazon,12/21/2021
624,0805094598,9780805094596,Shadow And Bone,Leigh Bardugo,Teen & Young Adult,Science Fiction & Fantasy,USD,16.89,19.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,7.82,4.5,21976,17130,ATVPDKIKX0DER,Amazon,12/21/2021
625,0143123629,0143123629,Shadow Of Night,Deborah Harkness,Literature & Fiction,Fiction,USD,15.99,18,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,18.38,4.7,14153,17059,ATVPDKIKX0DER,Bibliopolium LLC,12/21/2021
626,B083LK31L1,,Shadows In Death,"Susan Ericksen (Narrator), J. D. Robb (Author), Macmillan Audio (Publisher) & 0 more","Mystery, Thriller & Suspense",Mystery,USD,9.99,NA,www.amazon.com,Kindle ,8.99,Hardcover ,15.11,Paperback ,14.16,4.8,18252,2937,,Amazon,12/21/2021
627,0312330537,0312330537,Shantaram,Gregory David Roberts,Literature & Fiction,Action & Adventure,USD,15.29,19.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,23.52,4.6,10120,7562,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
628,0307341550,0307341550,Sharp Objects,Gillian Flynn,"Mystery, Thriller & Suspense",Mystery,USD,10.22,17,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,22.99,4.4,16417,5677,ATVPDKIKX0DER,VMG Books & Media,12/21/2021
629,1501135910,1501135910,Shoe Dog,Phil Knight,Biographies & Memoirs,Professionals & Academics,USD,22.08,30,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,9.08,4.8,18656,36478,A1KIF2Y9A1PQYE,allnewbooksallnewbooks,12/21/2021
630,0802148506,0802148506,Shuggie Bain,Douglas Stuart,Literature & Fiction,Fiction,USD,12.17,17,www.amazon.com,Kindle ,8.67,Audiobook ,0,Hardcover ,23.36,4.4,25878,7013,ATVPDKIKX0DER,Media Trading Inc,12/21/2021
631,0805094601,0805094601,Siege And Storm,Leigh Bardugo,Teen & Young Adult,Science Fiction & Fantasy,USD,14.4,19.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Paperback ,8.46,4.5,15703,20597,ATVPDKIKX0DER,Amazon,12/21/2021
632,125007696X,9781250076960,Six Of Crows,Leigh Bardugo,Teen & Young Adult,Fiction,USD,7.99,11.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,23.71,4.7,18306,1464,ATVPDKIKX0DER,Bay State Book Company,12/21/2021
633,0008375526,0008375526,Skincare,Caroline Hirons,"Crafts, Hobbies & Home",Home Improvement & Design,USD,28.89,NA,www.amazon.com,Kindle ,16.99,Audiobook ,0,Digital ,NA,4.8,10884,41101,ATVPDKIKX0DER,KathrynAshleyGallery,12/21/2021
634,0385333846,0812988523,Slaughterhouse Five,Kurt Vonnegut,Literature & Fiction,Fiction,USD,14.99,17,www.amazon.com,Kindle ,7.99,Audiobook ,0,Hardcover ,26,4.5,10947,2846,ATVPDKIKX0DER,2nd Life Aloha,12/21/2021
635,0345544978,0345544978,Small Great Things,Jodi Picoult,Literature & Fiction,Fiction,USD,13.58,17,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,17.27,4.7,20527,5687,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
636,1580058825,1580058825,So You Want To Talk About Race,Ijeoma Oluo,Politics & Social Sciences,Social Sciences,USD,8.46,16.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Hardcover ,13.19,4.7,11598,5349,ATVPDKIKX0DER,Amazon,12/21/2021
637,1492663999,1492663999,Sold On A Monday,Kristina McMorris,Literature & Fiction,Fiction,USD,7.99,15.99,www.amazon.com,Kindle ,0,Audiobook ,0,Library Binding ,32.52,4.4,22747,2270,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
638,0385547684,0385547684,Sooley,John Grisham,Literature & Fiction,Fiction,USD,15.67,28.95,www.amazon.com,Kindle ,14.99,Audiobook ,0,Paperback ,22.49,4.5,28404,681,ATVPDKIKX0DER,SCLbooks,12/21/2021
639,1628603135,1628603135,Southern Keto,Natasha Newton,"Cookbooks, Food & Wine",Regional & International,USD,15.49,34.95,www.amazon.com,Kindle ,9.99,Spiral-bound ,28.99,,NA,4.7,10714,2385,ATVPDKIKX0DER,Amazon,12/21/2021
640,1542020093,1542020093,Spellbreaker,Charlie N. Holmberg,Literature & Fiction,Action & Adventure,USD,6.69,14.95,www.amazon.com,Kindle ,0,Audiobook ,0,Audio CD ,14.99,4.3,19356,68634,ATVPDKIKX0DER,Lovely Book Gallery,12/21/2021
641,0615835600,0615835600,Spilled Milk,K.L Randis,Parenting & Relationships,Family Relationships,USD,19.99,25,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,29.99,4.7,18179,5387,ATVPDKIKX0DER,Next Stop Thrift,12/21/2021
642,052543528X,052543528X,Squeeze Me,Carl Hiaasen,Literature & Fiction,Humor & Satire,USD,12.98,16.95,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,13.69,4.4,16387,4570,ATVPDKIKX0DER,Amazon,12/21/2021
643,1568585985,1568585985,Stamped From The Beginning,Ibram X. Kendi,History,Americas,USD,10.14,19.99,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,20.7,4.8,10918,5516,ATVPDKIKX0DER,Clickgoodwill,12/21/2021
644,1591842808,1591842808,Start With Why,Simon Sinek,Business & Money,Business Culture,USD,16.19,28,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,14.4,4.6,19330,8604,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
645,1797128507,1797128507,State Of Terror,Louise PennyHillary Rodham Clinton,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,24.64,39.99,www.amazon.com,Kindle ,14.99,Audiobook ,0,Hardcover ,15,4.5,11771,57186,ATVPDKIKX0DER,Amazon Warehouse,12/21/2021
646,0385353308,0385353308,Station Eleven,Emily St. John Mandel,Science Fiction & Fantasy,Science Fiction,USD,24.95,27.95,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,10.23,4.3,13332,16087,ATVPDKIKX0DER,HPB Inc.,12/21/2021
647,1451648537,1451648537,Steve Jobs,Walter Isaacson,Biographies & Memoirs,Professionals & Academics,USD,17.21,35,www.amazon.com,Kindle ,16.99,Audiobook ,0,Paperback ,15.99,4.7,10384,7779,ATVPDKIKX0DER,KJS Direct,12/21/2021
648,1439102813,1439102813,Still Alice,Lisa Genova,Literature & Fiction,Fiction,USD,11.5,16.99,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,44.47,4.7,10098,23229,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
649,0312541538,0312541538,Still Life,Louise Penny,"Mystery, Thriller & Suspense",Mystery,USD,9.76,17.99,www.amazon.com,Kindle ,0,Audiobook ,0,Hardcover ,31.99,4.3,16032,2361,ATVPDKIKX0DER,Sayvmore,12/21/2021
650,1075388651,1075388651,Stoner Coloring Book For Adults,Edwina Mc Namee,Comics & Graphic Novels,Graphic Novels,USD,7.99,NA,www.amazon.com,,NA,,NA,,NA,4.7,13505,6643,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
651,0525541918,0525541918,Such A Fun Age,Kiley Reid,Literature & Fiction,United States,USD,10.36,17,www.amazon.com,Kindle ,12.99,Audiobook ,0,Hardcover ,14.17,4.2,21648,4998,ATVPDKIKX0DER,California Book Bag,12/21/2021
652,1338230891,1338230891,Super Deluxe Essential Handbook,Scholastic,Children's Books,"Activities, Crafts & Games",USD,9.99,NA,www.amazon.com,Library Binding ,NA,,NA,,NA,4.8,19545,14541,,Amazon,12/21/2021
653,0062297198,0062297198,Superlife,Darin Olien,"Health, Fitness & Dieting",Diets & Weight Loss,USD,10.79,17.99,www.amazon.com,Kindle ,13.49,Audiobook ,0,Hardcover ,26.49,4.7,10050,7975,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
654,0316389706,0316389706,Sword Of Destiny,Andrzej SapkowskiDavid French,Literature & Fiction,Short Stories & Anthologies,USD,15.49,17.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Audio CD ,17.5,4.8,11599,803,ATVPDKIKX0DER,JW-Wilson,12/21/2021
655,0345543246,0345543246,Sycamore Row,John Grisham,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,7.49,9.99,www.amazon.com,Kindle ,8.99,Audiobook ,0,Hardcover ,17.99,4.6,31304,19954,ATVPDKIKX0DER,Amazon,12/21/2021
656,0316478520,0316478520,Talking To Strangers,Malcolm Gladwell,Self-Help,Relationships,USD,11.89,30,www.amazon.com,Kindle ,12.99,Audiobook ,0,Paperback ,15.44,4.5,12835,1016,ATVPDKIKX0DER,Wilson Mercantile,12/21/2021
657,1529361338,1529361338,Tall Tales And Wee Stories,Billy Connolly,Literature & Fiction,History & Criticism,USD,20.99,26.99,www.amazon.com,Kindle ,2.99,Paperback ,16.99,,NA,4.6,11456,210797,ATVPDKIKX0DER,Bahamut Media,12/21/2021
658,0399175210,0399175210,Tarcherperigee Burn After Writing,Sharon Jones,Reference,"Writing, Research & Publishing Guides",USD,6.99,14,www.amazon.com,Spiral-bound ,17.99,,NA,,NA,4.6,34724,980,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
659,0786967021,0786967021,Tasha S Cauldron Of Everything,Wizards RPG Team,Science Fiction & Fantasy,Fantasy,USD,27.18,49.95,www.amazon.com,,NA,,NA,,NA,4.8,17556,470,ATVPDKIKX0DER,bellwetherbooks,12/21/2021
660,0671631985,0671631985,Teach Your Child To Read In 100 Easy Lessons,Siegfried EngelmannPhyllis HaddoxElaine Bruner,Education & Teaching,Schools & Teaching,USD,13.99,25,www.amazon.com,Spiral-bound ,NA,,NA,,NA,4.6,12786,2481,ATVPDKIKX0DER,BuenaWave Bookstore,12/21/2021
661,0634065408,0634065408,Teach Yourself To Play Guitar,David M. Brewster,Arts & Photography,Music,USD,6.99,NA,www.amazon.com,Kindle ,4.99,Sheet music ,11.99,,NA,4.4,11537,393,ATVPDKIKX0DER,-OnTimeBooks-,12/21/2021
662,1538715945,1538715945,The 19th Christmas,James PattersonMaxine Paetro,"Mystery, Thriller & Suspense",Thrillers & Suspense,USD,10,16.99,www.amazon.com,Kindle ,9.99,Audiobook ,0,Hardcover ,14.17,4.7,13721,14819,ATVPDKIKX0DER,VMG Books & Media,12/21/2021
663,B0863HX8N7,,The 20th Victim,"James Patterson (Author), Maxine Paetro (Author), January LaVoy (Narrator), Little, Brown & Company (Publisher) & 1 more","Mystery, Thriller & Suspense",Mystery,USD,9.99,NA,www.amazon.com,Kindle ,11.99,Hardcover ,14.26,Paperback ,11.54,4.7,14533,4026,,Amazon,12/21/2021
664,194820956X,194820956X,The 3 Minute Gratitude Journal For Kids,by Modern Kid Press (Author),Children's Books,"Arts, Music & Photography",USD,6.99,NA,www.amazon.com,,NA,,NA,,NA,4.7,10206,215,ATVPDKIKX0DER,Yellow Book Sales,12/21/2021
665,0091929113,9780091929114,The 4 Hour Work Week,Timothy Ferriss,Business & Money,Business Culture,USD,21.39,NA,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,13.36,4.5,15420,51886,A1OUQDLXYX7Q0J,TIP TOP STORETIP TOP STOREDesert Pueblo Books,12/21/2021
666,0307465357,0307465357,The 4 Hour Workweek,Timothy Ferriss,Business & Money,Business Culture,USD,13.36,24.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,21.39,4.5,15420,1524,ATVPDKIKX0DER,Artemis Speed,12/21/2021
667,0140280197,0140280197,The 48 Laws Of Power,Robert Greene,Politics & Social Sciences,Politics & Government,USD,14.7,26,www.amazon.com,Kindle ,16.99,Audiobook ,0,Hardcover ,104.5,4.7,33382,96,ATVPDKIKX0DER,Amazon,12/21/2021
668,1443456624,1443456624,The 5 Am Club,Robin Sharma,Business & Money,Management & Leadership,USD,16.27,23.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,7.29,4.6,14620,16245,ATVPDKIKX0DER,Momma's Media,12/21/2021
669,080241270X,080241270X,The 5 Love Languages,Gary Chapman,Self-Help,Relationships,USD,7.57,15.99,www.amazon.com,Kindle ,7.19,Audiobook ,0,Leather Bound ,82.36,4.8,58827,114,ATVPDKIKX0DER,Amazon,12/21/2021
670,1407186604,1407186604,The Adventures Of Dog Man 2,Dav Pilkey,Children's Books,Comics & Graphic Novels,USD,14.11,NA,www.amazon.com,Kindle & comiXology ,5.99,Hardcover ,6.98,,NA,4.9,13893,45088,ATVPDKIKX0DER,Amazon Warehouse,12/21/2021
671,B000BO2D3C,,The Alchemist,"Paulo Coelho (Author), Jeremy Irons (Narrator), HarperAudio (Publisher) & 0 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,11.99,Hardcover ,37.52,Paperback ,8.89,4.7,64522,59,,Amazon,12/21/2021
672,0062315005,0062315005,The Alchemist 25th Anniversary,Paulo Coelho,Literature & Fiction,Fiction,USD,8.89,16.99,www.amazon.com,Kindle ,11.99,Audiobook ,0,Hardcover ,37.52,4.7,64522,137,ATVPDKIKX0DER,Vivé Liber Books LLC,12/21/2021
673,0060887966,0060887966,The Alchemist Gift Edition,Paulo Coelho,Reference,"Writing, Research & Publishing Guides",USD,37.52,NA,www.amazon.com,Kindle ,11.99,Audiobook ,0,Paperback ,8.89,4.7,64522,123481,A25X5FLQ1MMXNX,TheWorldShopUSATheWorldShopUSA,12/21/2021
674,0062654195,0062654195,The Alice Network,Kate Quinn,Literature & Fiction,Fiction,USD,11.46,16.99,www.amazon.com,Kindle ,10.99,Audiobook ,0,Hardcover ,32.99,4.6,18709,1706,ATVPDKIKX0DER,Jenson Books Inc,12/21/2021
675,0321832019,0321832019,The Anatomy Coloring Book,"by Wynn Kapit (Author), Lawrence M. Elson (Author)","New, Used & Rental Textbooks",Medicine & Health Sciences,USD,9.99,29.99,www.amazon.com,,NA,,NA,,NA,4.6,10129,2745,ATVPDKIKX0DER,TrustedMarketing,12/21/2021
676,179711588X,179711588X,The Answer Is,Alex Trebek,Biographies & Memoirs,Arts & Literature,USD,18.79,29.99,www.amazon.com,Kindle ,13.99,Audiobook ,0,Hardcover ,14.16,4.8,10616,60714,ATVPDKIKX0DER,Yarn Dog Inc,12/21/2021
677,B07DW5427J,,The Art Of Inheriting Secrets,"Barbara O'Neal (Author), Stina Nielsen (Narrator), Brilliance Audio (Publisher) & 0 more",Literature & Fiction,Fiction,USD,9.99,NA,www.amazon.com,Kindle ,0,Paperback ,6.99,MP3 CD ,14.99,4.4,11536,18854,,Amazon,12/21/2021
